QUERY_CLUSTER	SUBJECT_CLUSTER	CLUSTER_SEQUENCE_ID	QUERY_SUBCLUSTERS	SUBJECT_SUBCLUSTERS	DDM_CORRELATION_PEARSON	P-VALUE_PEARSON	DDM_CORRELATION_SPEARMAN	P-VALUE_SPEARMAN	FIXED_SEQ_ID	IG_PAIR	SEQ_ID_RANGE
5c7xL	3qg6B	30.32	"['5c7xN', '5d7sL']"	"['3qg6H', '3qg7H']"	0.9425415339502671	0.0	0.7579922105458347	0.0	34.22459893048128	TRUE	"30-40"
5c7xL	4tnwZ	57.97	"['5c7xN', '5d7sL']"	"['4tnwi', '1gigL']"	-0.9237803207936719	0.0	-0.7186447429243227	0.0	59.89847715736041	TRUE	"50-60"
5c7xL	5vkkH	29.36	"['5c7xN', '5d7sL']"	"['5vl3H', '5vkkA']"	0.867754131071691	0.0	0.6832217601608103	0.0	32.98429319371728	TRUE	"20-30"
5c7xL	1knoB	30.18	"['5c7xN', '5d7sL']"	"['2gfbJ', '1knoB']"	-0.5442502766610374	0.0	-0.6570601779367601	0.0	33.50515463917525	TRUE	"30-40"
5c7xL	6oc7L	89.52	"['5c7xN', '5d7sL']"	"['6vbqB', '6phdL']"	0.982947831682978	0.0	0.8644042057946252	0.0	88.88888888888889	TRUE	"80-90"
5c7xL	3n9gL	79.53	"['5c7xN', '5d7sL']"	"['4wuuD', '3n9gL']"	-0.769697737274496	0.0	-0.5472957276623207	0.0	80.8080808080808	TRUE	"70-80"
5c7xL	6qn7L	67.92	"['5c7xN', '5d7sL']"	"['6qn8F', '6qn7B']"	0.9608655454563899	0.0	0.7440910521425353	0.0	70.2020202020202	TRUE	"60-70"
5c7xL	3mj9L	63.94	"['5c7xN', '5d7sL']"	"['3mj8L', '3mj9L']"	-0.9443680391599759	0.0	-0.7512372312530218	0.0	64.9746192893401	TRUE	"60-70"
5c7xL	3s62H	30.0	"['5c7xN', '5d7sL']"	"['1z3gH', '3s62H']"	-0.908098526987343	0.0	-0.7268725165678834	0.0	32.98969072164948	TRUE	"30-40"
5c7xL	4yhmH	31.08	"['5c7xN', '5d7sL']"	"['4ygvF', '4yhlH']"	-0.925436307563999	0.0	-0.7907406447741038	0.0	34.87179487179487	TRUE	"30-40"
5c7xL	5k8aL	44.83	"['5c7xN', '5d7sL']"	"['3ixtL', '4zypM']"	0.8855924353051323	0.0	0.6288057324515512	0.0	46.236559139784944	TRUE	"40-50"
5c7xL	2zuqC	29.73	"['5c7xN', '5d7sL']"	"['2zuqF', '2zuqC']"	0.9273419542608108	0.0	0.7554819164415322	0.0	34.22459893048128	TRUE	"20-30"
5c7xL	6grzA	82.46	"['5c7xN', '5d7sL']"	"['6grzB', '6grzA']"	0.9596823251769371	0.0	0.7923664314872834	0.0	84.84848484848484	TRUE	"80-90"
5c7xL	5bv7B	88.04	"['5c7xN', '5d7sL']"	"['4xx1G', '4xx1L']"	-0.8931019255765837	0.0	-0.689832021538225	0.0	88.94472361809045	TRUE	"80-90"
5c7xL	5gkrB	79.62	"['5c7xN', '5d7sL']"	"['5gkrB', '6p9iD']"	-0.9704423194924654	0.0	-0.8087141039941462	0.0	81.81818181818183	TRUE	"70-80"
5c7xL	2v7hH	27.8	"['5c7xN', '5d7sL']"	"['2v7hH', '2v7hB']"	0.9093199875877094	0.0	0.733932229290537	0.0	31.93717277486911	TRUE	"20-30"
5c7xL	4lstL	43.35	"['5c7xN', '5d7sL']"	"['4olzL', '4jkpL']"	-0.9344322312358203	0.0	-0.7339176498275284	0.0	45.90163934426229	TRUE	"40-50"
5c7xL	1bbdH	30.32	"['5c7xN', '5d7sL']"	"['1a3rH', '1bbdH']"	0.9079531989051945	0.0	0.7865933834091509	0.0	34.73684210526316	TRUE	"30-40"
5c7xL	3s88L	41.87	"['5c7xN', '5d7sL']"	"['3s88L', '1ztxL']"	-0.8551774384091209	0.0	-0.5994810854921443	0.0	42.40837696335078	TRUE	"40-50"
5c7xL	6jepL	80.19	"['5c7xN', '5d7sL']"	"['6jepL', '6mejB']"	0.968487444183931	0.0	0.7976459514717169	0.0	82.82828282828282	TRUE	"80-90"
5c7xL	5mtlC	79.62	"['5c7xN', '5d7sL']"	"['5mtlB', '5mtlD']"	-0.9715314159056555	0.0	-0.7929841406022099	0.0	84.04255319148936	TRUE	"70-80"
5c7xL	6nisL	79.25	"['5c7xN', '5d7sL']"	"['6nipB', '6nisL']"	-0.9787342084033246	0.0	-0.8088451935755864	0.0	81.81818181818183	TRUE	"70-80"
5c7xL	6cbjL	78.2	"['5c7xN', '5d7sL']"	"['6cbjL', '5tplL']"	0.9208205342460384	0.0	0.7525019027326117	0.0	81.31313131313132	TRUE	"70-80"
5c7xL	4rgnE	44.02	"['5c7xN', '5d7sL']"	"['1a3rL', '1hinL']"	0.8562617742633196	0.0	0.6126287972111332	0.0	46.596858638743456	TRUE	"40-50"
5c7xL	6umxL	80.48	"['5c7xN', '5d7sL']"	"['6umxL', '6umxl']"	-0.9651517198581914	0.0	-0.7921863351109653	0.0	82.32323232323232	TRUE	"80-90"
5c7xL	5lspL	41.09	"['5c7xN', '5d7sL']"	"['5lspT', '5lspL']"	0.8784870605187199	0.0	0.629762457795722	0.0	42.02127659574468	TRUE	"40-50"
5c7xL	5az2H	30.22	"['5c7xN', '5d7sL']"	"['5az2H', '5e8dH']"	-0.9418160301746294	0.0	-0.782503632293914	0.0	35.26315789473684	TRUE	"30-40"
5c7xL	1jnhB	27.68	"['5c7xN', '5d7sL']"	"['1jn6B', '1jnhB']"	0.8281664622072591	0.0	0.7102936001527493	0.0	32.804232804232804	TRUE	"20-30"
5c7xL	3eobL	43.56	"['5c7xN', '5d7sL']"	"['3eobA', '3eo9L']"	0.819539441545654	0.0	0.5410917377813513	0.0	44.148936170212764	TRUE	"40-50"
5c7xL	6okmL	41.58	"['5c7xN', '5d7sL']"	"['6ogxL', '6okmL']"	0.8061324464175148	0.0	0.5496472160341012	0.0	42.02127659574468	TRUE	"40-50"
5c7xL	6l98B	84.69	"['5c7xN', '5d7sL']"	"['6l98A', '6l98B']"	0.973866321036757	0.0	0.8010134560878922	0.0	85.85858585858585	TRUE	"80-90"
5c7xL	6okmH	31.51	"['5c7xN', '5d7sL']"	"['6ogxH', '6okmH']"	-0.9120688278977718	0.0	-0.7465467557048164	0.0	35.294117647058826	TRUE	"30-40"
5c7xL	3macL	91.08	"['5c7xN', '5d7sL']"	"['3ma9L', '4khxL']"	-0.7969063543401269	0.0	-0.5662908932909949	0.0	92.3076923076923	TRUE	"90-100"
5c7xL	3hc3L	42.86	"['5c7xN', '5d7sL']"	"['3hc0B', '5wuxB']"	-0.8419346059032229	0.0	-0.6108737984811966	0.0	43.31550802139038	TRUE	"40-50"
5c7xL	5m6aA	81.04	"['5c7xN', '5d7sL']"	"['5m6aA', '5m6aC']"	-0.9767317481773133	0.0	-0.8181809265649311	0.0	83.24873096446701	TRUE	"80-90"
5c7xL	4dagL	88.1	"['5c7xN', '5d7sL']"	"['6iebF', '5y2kH']"	0.9830953912421412	0.0	0.8301140067256926	0.0	91.87817258883248	TRUE	"80-90"
5c7xL	1hklH	31.05	"['5c7xN', '5d7sL']"	"['1hklH', '1aj7H']"	0.9285268424865484	0.0	0.7732251494272738	0.0	34.715025906735754	TRUE	"30-40"
5c7xL	1ynlH	26.82	"['5c7xN', '5d7sL']"	"['1cgsH', '2cgrH']"	0.905435185052483	0.0	0.7188672737922335	0.0	29.533678756476682	TRUE	"20-30"
5c7xL	3g6aL	91.39	"['5c7xN', '5d7sL']"	"['3g6aL', '3g6dL']"	-0.9219193639733285	0.0	-0.6849283073754177	0.0	92.46231155778895	TRUE	"90-100"
5c7xL	3h0tA	77.1	"['5c7xN', '5d7sL']"	"['5utzC', '4hqqL']"	-0.9717591097090365	0.0	-0.8100706681861635	0.0	79.89949748743719	TRUE	"70-80"
5c7xL	3lmjL	80.66	"['5c7xN', '5d7sL']"	"['3lmjL', '3lqaL']"	0.9641019995693305	0.0	0.8039555046305703	0.0	83.33333333333334	TRUE	"80-90"
5c7xL	6mg4A	76.64	"['5c7xN', '5d7sL']"	"['6mg5B', '6mg4A']"	0.9759276924854985	0.0	0.8328268560854065	0.0	79.39698492462311	TRUE	"70-80"
5c7xL	5t4zL	72.99	"['5c7xN', '5d7sL']"	"['5t4zB', '5t4zL']"	0.9379659156849376	0.0	0.7379560208163484	0.0	75.75757575757575	TRUE	"70-80"
5c7xL	1tqcC	42.31	"['5c7xN', '5d7sL']"	"['4onfL', '4okvB']"	-0.8373142389152325	0.0	-0.6534484821731271	0.0	45.54973821989529	TRUE	"40-50"
5c7xL	5m6iB	78.2	"['5c7xN', '5d7sL']"	"['5m6iA', '5m6iB']"	0.7424304556368394	0.0	0.6649611749000224	0.0	80.8080808080808	TRUE	"70-80"
5c7xL	4odvH	27.88	"['5c7xN', '5d7sL']"	"['4odvH', '4odwH']"	-0.7465530815176464	0.0	-0.6478675206106357	0.0	32.27513227513227	TRUE	"20-30"
5c7xL	4utbL	78.2	"['5c7xN', '5d7sL']"	"['4utbM', '5lcvL']"	-0.9828346178039923	0.0	-0.8383352552863931	0.0	80.61224489795919	TRUE	"70-80"
5c7xL	3fctA	41.87	"['5c7xN', '5d7sL']"	"['1ngxA', '1n7mH']"	0.9012608398930331	0.0	0.6615950305281059	0.0	44.38502673796791	TRUE	"40-50"
5c7xL	5xhvL	42.57	"['5c7xN', '5d7sL']"	"['5xhvQ', '5xhvL']"	0.8371784256421133	0.0	0.5957423076038997	0.0	43.08510638297872	TRUE	"40-50"
5c7xL	6a77H	27.19	"['5c7xN', '5d7sL']"	"['6a76H', '6a77H']"	0.9251392991179577	0.0	0.7472918799170927	0.0	32.432432432432435	TRUE	"20-30"
5c7xL	3g5zB	29.09	"['5c7xN', '5d7sL']"	"['3g5zB', '3g5xB']"	-0.935612903879486	0.0	-0.7420114320992923	0.0	31.28205128205128	TRUE	"20-30"
5c7xL	4xnqA	86.47	"['5c7xN', '5d7sL']"	"['4xnmA', '4gsdL']"	-0.9745074946799596	0.0	-0.8234861780384339	0.0	86.86868686868688	TRUE	"80-90"
5cdzA	1hp7A	59.58	"['5cdxA', '5cdzA']"	"['5io1A', '2d26A']"	0.6852777960278353	0.0	0.6049480896816049	0.0	61.904761904761905	FALSE	"50-60"
5cdzA	3f1sA	40.37	"['5cdxA', '5cdzA']"	"['3f1sA', '4ajuA']"	0.42793145056903886	0.0	0.34193164596778153	0.0	39.87138263665595	FALSE	"40-50"
5cdzA	4aqhB	39.25	"['5cdxA', '5cdzA']"	"['6gwnA', '1c5gA']"	0.9218702410126642	0.0	0.6176251529249078	0.0	41.17647058823529	FALSE	"30-40"
5cdzA	5du3A	33.79	"['5cdxA', '5cdzA']"	"['5duqA', '2oayA']"	0.9197243308808732	0.0	0.5796692392492409	0.0	35.75757575757576	FALSE	"30-40"
5cdzA	6kgaA	39.16	"['5cdxA', '5cdzA']"	"['6kgaA', '6kgaC']"	-0.09482973732711213	8.222378692609195e-236	-0.08389926836187928	7.3736584034149e-185	42.028985507246375	FALSE	"30-40"
5djoB	4egxA	43.09	"['5djoB', '5djoA']"	"['4egxA', '4egxD']"	-0.8387253785546301	0.0	-0.6172543814616633	0.0	47.05882352941176	FALSE	"40-50"
5dk3A	5bv7B	43.12	"['5ggsB', '5dk3A']"	"['4xx1G', '4xx1L']"	0.9172230018576696	0.0	0.7235336665411204	0.0	45.09803921568628	TRUE	"40-50"
5dk3A	5az2H	29.26	"['5ggsB', '5dk3A']"	"['5az2H', '5e8dH']"	0.7649716201320242	0.0	0.5207866784924762	0.0	32.35294117647059	TRUE	"20-30"
5dk3A	2oz4L	61.93	"['5ggsB', '5dk3A']"	"['3fb6B', '6ionL']"	-0.9339715286040772	0.0	-0.7488299981545843	0.0	62.55924170616114	TRUE	"60-70"
5dk3A	3aazB	80.82	"['5ggsB', '5dk3A']"	"['5mo9L', '6pydB']"	-0.973388841233225	0.0	-0.8148725860296522	0.0	80.0	TRUE	"80-90"
5dk3A	5bk0A	80.18	"['5ggsB', '5dk3A']"	"['6azxD', '5bk0A']"	-0.9854296890239853	0.0	-0.863438813102024	0.0	80.0	TRUE	"80-90"
5dk3A	5m76A	40.91	"['5ggsB', '5dk3A']"	"['5m76B', '5m76A']"	0.9211741833259418	0.0	0.7122325087985475	0.0	43.13725490196079	TRUE	"40-50"
5dk3A	6phbC	81.28	"['5ggsB', '5dk3A']"	"['5uqyC', '5f7eL']"	-0.8305815339537272	0.0	-0.7415027823045305	0.0	83.00970873786407	TRUE	"80-90"
5dk3A	1xcqA	60.0	"['5ggsB', '5dk3A']"	"['5muqL', '1sbsL']"	0.8167734174409356	0.0	0.6714191402656133	0.0	62.03703703703704	TRUE	"60-70"
5dk3A	3lmjL	42.99	"['5ggsB', '5dk3A']"	"['3lmjL', '3lqaL']"	-0.898469951447709	0.0	-0.6785617023172809	0.0	44.927536231884055	TRUE	"40-50"
5dk3A	5lspL	80.73	"['5ggsB', '5dk3A']"	"['5lspT', '5lspL']"	-0.9918737467971345	0.0	-0.8791330840526766	0.0	82.0754716981132	TRUE	"80-90"
5dk3A	1knoB	28.44	"['5ggsB', '5dk3A']"	"['2gfbJ', '1knoB']"	0.524348855080793	0.0	0.5306531764591468	0.0	32.0	TRUE	"20-30"
5dk3A	4u6hA	27.31	"['5ggsB', '5dk3A']"	"['4u6hA', '4u6hC']"	0.8282610286371189	0.0	0.6128578396176438	0.0	31.958762886597935	TRUE	"20-30"
5dk3A	4ij3C	26.2	"['5ggsB', '5dk3A']"	"['5d96J', '4ij3C']"	0.8328363477342924	0.0	0.620751248489105	0.0	29.55665024630542	TRUE	"20-30"
5dk3A	5xhvL	83.94	"['5ggsB', '5dk3A']"	"['5xhvQ', '5xhvL']"	-0.9643508678663206	0.0	-0.8235133249320328	0.0	85.44600938967136	TRUE	"80-90"
5dk3A	6l98B	43.64	"['5ggsB', '5dk3A']"	"['6l98A', '6l98B']"	-0.9303730510677518	0.0	-0.7124295142335529	0.0	45.85365853658537	TRUE	"40-50"
5dk3A	5m6aA	43.84	"['5ggsB', '5dk3A']"	"['5m6aA', '5m6aC']"	0.9259263643046637	0.0	0.7298502560431814	0.0	44.927536231884055	TRUE	"40-50"
5dk3A	3eobL	84.4	"['5ggsB', '5dk3A']"	"['3eobA', '3eo9L']"	-0.9714753115941264	0.0	-0.8274892090587953	0.0	85.91549295774648	TRUE	"80-90"
5dk3A	4o5lL	44.09	"['5ggsB', '5dk3A']"	"['4o5iT', '4o5lL']"	0.8829564519858671	0.0	0.6474576369569941	0.0	45.410628019323674	TRUE	"40-50"
5dk3A	2dquH	28.63	"['5ggsB', '5dk3A']"	"['2dqtH', '2dtmH']"	-0.809636848753455	0.0	-0.5791874906587563	0.0	31.65829145728643	TRUE	"20-30"
5dk3A	6svlE	79.0	"['5ggsB', '5dk3A']"	"['1bbjL', '6svlL']"	-0.9644612855806919	0.0	-0.7979989192966208	0.0	78.67298578199052	TRUE	"70-80"
5dk3A	7c94E	28.21	"['5ggsB', '5dk3A']"	"['7c95B', '7c94E']"	0.853291844401204	0.0	0.6277619834324052	0.0	32.17821782178218	TRUE	"20-30"
5dk3A	1jnhB	28.57	"['5ggsB', '5dk3A']"	"['1jn6B', '1jnhB']"	-0.5757401437029906	0.0	-0.4448217794799992	0.0	33.84615384615385	TRUE	"20-30"
5dk3A	6qn7L	41.18	"['5ggsB', '5dk3A']"	"['6qn8F', '6qn7B']"	-0.94209172237709	0.0	-0.7499012900761752	0.0	43.0622009569378	TRUE	"40-50"
5dk3A	3g6aL	42.92	"['5ggsB', '5dk3A']"	"['3g6aL', '3g6dL']"	0.9371797324262005	0.0	0.746189384133581	0.0	45.320197044334975	TRUE	"40-50"
5dk3A	1bbdH	28.82	"['5ggsB', '5dk3A']"	"['1a3rH', '1bbdH']"	-0.636654065127551	0.0	-0.4465032220094864	0.0	33.67875647668394	TRUE	"20-30"
5dk3A	5mesH	28.26	"['5ggsB', '5dk3A']"	"['6qb6H', '5mesH']"	-0.867830413591565	0.0	-0.6482210069681973	0.0	32.98969072164948	TRUE	"20-30"
5dk3A	6umxL	44.75	"['5ggsB', '5dk3A']"	"['6umxL', '6umxl']"	0.8606983685812489	0.0	0.613433926076013	0.0	46.3768115942029	TRUE	"40-50"
5dk3A	3qg6A	59.63	"['5ggsB', '5dk3A']"	"['3qg6L', '3qg7L']"	0.9717659321954264	0.0	0.804314308774151	0.0	60.0	TRUE	"50-60"
5dk3A	3so3B	88.64	"['5ggsB', '5dk3A']"	"['4dn4L', '3f12C']"	-0.7381725355178055	0.0	-0.5857585465881765	0.0	91.9047619047619	TRUE	"80-90"
5dk3A	3eotL	63.3	"['5ggsB', '5dk3A']"	"['2b2xL', '3eotL']"	-0.07943987503747203	1.1402163760154322e-62	0.42564877160673004	0.0	64.28571428571429	TRUE	"60-70"
5dk3A	3hc3L	81.57	"['5ggsB', '5dk3A']"	"['3hc0B', '5wuxB']"	0.9658501186276638	0.0	0.8162305531712339	0.0	82.54716981132076	TRUE	"80-90"
5dk3A	4utbL	42.92	"['5ggsB', '5dk3A']"	"['4utbM', '5lcvL']"	0.9143107426787255	0.0	0.6968458614526588	0.0	44.87804878048781	TRUE	"40-50"
5dk3A	3fctA	78.34	"['5ggsB', '5dk3A']"	"['1ngxA', '1n7mH']"	-0.9749629203607557	0.0	-0.8159773358049801	0.0	80.28169014084507	TRUE	"70-80"
5dk3A	6a77L	56.74	"['5ggsB', '5dk3A']"	"['6a77L', '6a76L']"	-0.9488814730120947	0.0	-0.8016368942944472	0.0	57.81990521327014	TRUE	"50-60"
5dk3A	2dd8L	42.27	"['5ggsB', '5dk3A']"	"['2g75D', '2dd8L']"	0.9366081136633276	0.0	0.7593404890579305	0.0	45.320197044334975	TRUE	"40-50"
5dk3A	5mtlC	42.73	"['5ggsB', '5dk3A']"	"['5mtlB', '5mtlD']"	0.9224763372240187	0.0	0.6888485227919878	0.0	45.59585492227979	TRUE	"40-50"
5dk3A	6ugsL	79.82	"['5ggsB', '5dk3A']"	"['5vh4B', '5vh3B']"	-0.9792791241794797	0.0	-0.8420035020628316	0.0	81.2206572769953	TRUE	"70-80"
5dk3A	1cicD	27.44	"['5ggsB', '5dk3A']"	"['1fdlH', '1cicD']"	-0.8242290915770761	0.0	-0.5881624330135738	0.0	29.441624365482234	TRUE	"20-30"
5dk3A	5m6iB	42.2	"['5ggsB', '5dk3A']"	"['5m6iA', '5m6iB']"	-0.5414211377326243	0.0	-0.36172673496012164	0.0	43.47826086956522	TRUE	"40-50"
5dk3A	5drxL	79.09	"['5ggsB', '5dk3A']"	"['6b0gC', '6nb8L']"	0.9740578454163012	0.0	0.8112267866749497	0.0	79.26267281105991	TRUE	"70-80"
5dk3A	6oc7L	44.29	"['5ggsB', '5dk3A']"	"['6vbqB', '6phdL']"	-0.8591488743181366	0.0	-0.6023226653033558	0.0	49.26108374384236	TRUE	"40-50"
5dk3A	3mj9L	42.01	"['5ggsB', '5dk3A']"	"['3mj8L', '3mj9L']"	0.9032997875975127	0.0	0.6956160438524276	0.0	45.04950495049505	TRUE	"40-50"
5dk3A	3n9gL	43.56	"['5ggsB', '5dk3A']"	"['4wuuD', '3n9gL']"	0.8304622994156834	0.0	0.6564918616334329	0.0	43.75	TRUE	"40-50"
5dk3A	4tnwZ	41.18	"['5ggsB', '5dk3A']"	"['4tnwi', '1gigL']"	0.826678860787259	0.0	0.5702778110269084	0.0	42.99516908212561	TRUE	"40-50"
5dk3A	3s88L	57.87	"['5ggsB', '5dk3A']"	"['3s88L', '1ztxL']"	0.958930527753273	0.0	0.8056819888930747	0.0	58.9622641509434	TRUE	"50-60"
5dk3A	3ulsL	44.8	"['5ggsB', '5dk3A']"	"['3uluC', '3ulsL']"	-0.9078329629707623	0.0	-0.6675453364298229	0.0	47.0873786407767	TRUE	"40-50"
5dk3A	2zuqC	29.15	"['5ggsB', '5dk3A']"	"['2zuqF', '2zuqC']"	-0.7601604824395726	0.0	-0.5354473363079811	0.0	32.323232323232325	TRUE	"20-30"
5dk3A	3h0tA	42.99	"['5ggsB', '5dk3A']"	"['5utzC', '4hqqL']"	0.8327411941381866	0.0	0.5673753483104894	0.0	43.96135265700483	TRUE	"40-50"
5dk3A	4rgnE	60.0	"['5ggsB', '5dk3A']"	"['1a3rL', '1hinL']"	-0.9521312658876633	0.0	-0.806993845592087	0.0	60.46511627906976	TRUE	"60-70"
5dk3A	5k8aL	82.57	"['5ggsB', '5dk3A']"	"['3ixtL', '4zypM']"	-0.9793718351042359	0.0	-0.8275196692260263	0.0	84.36018957345972	TRUE	"80-90"
5dk3A	6ammL	83.11	"['5ggsB', '5dk3A']"	"['6anpA', '6ao0L']"	0.4869579930277707	0.0	0.339449064399903	0.0	84.83412322274881	TRUE	"80-90"
5dk3A	3u0wL	80.73	"['5ggsB', '5dk3A']"	"['3u0wL', '6faxL']"	0.9833829464161123	0.0	0.8274346461827793	0.0	81.99052132701422	TRUE	"80-90"
5dk3A	1lilA	42.06	"['5ggsB', '5dk3A']"	"['1lilA', '1lilB']"	0.9072490858482153	0.0	0.6678056085856092	0.0	44.05940594059406	TRUE	"40-50"
5dk3A	2f58H	26.27	"['5ggsB', '5dk3A']"	"['3f58H', '1f58H']"	0.8392061048399423	0.0	0.6062408166261879	0.0	29.1866028708134	TRUE	"20-30"
5dk3A	6grzA	42.53	"['5ggsB', '5dk3A']"	"['6grzB', '6grzA']"	-0.9328164831375636	0.0	-0.7183872194342207	0.0	44.927536231884055	TRUE	"40-50"
5dk3A	1uj3A	80.73	"['5ggsB', '5dk3A']"	"['5ob5L', '1pg7L']"	-0.9910499937749812	0.0	-0.8607547149456305	0.0	82.15962441314554	TRUE	"80-90"
5dk3A	1b6dA	83.33	"['5ggsB', '5dk3A']"	"['1b6dA', '1b6dB']"	-0.926974044967499	0.0	-0.7217316726138788	0.0	84.90566037735849	TRUE	"80-90"
5dk3A	3macL	43.75	"['5ggsB', '5dk3A']"	"['3ma9L', '4khxL']"	0.8809799475956747	0.0	0.6647219396115223	0.0	46.90721649484536	TRUE	"40-50"
5dk3A	4ki5C	29.39	"['5ggsB', '5dk3A']"	"['4xzuA', '4xzuE']"	0.8201315957517613	0.0	0.6323199572402377	0.0	33.16326530612245	TRUE	"20-30"
5dk3A	6pzhA	43.84	"['5ggsB', '5dk3A']"	"['5kjrL', '6pzhA']"	-0.8977688891971931	0.0	-0.6555107618116927	0.0	44.44444444444444	TRUE	"40-50"
5dk3A	5gkrB	42.2	"['5ggsB', '5dk3A']"	"['5gkrB', '6p9iD']"	0.8151746687784075	0.0	0.5480930309951398	0.0	43.47826086956522	TRUE	"40-50"
5dk3A	6ieaL	42.38	"['5ggsB', '5dk3A']"	"['6iekF', '6ieaL']"	0.9035815969905137	0.0	0.6809411183398225	0.0	46.464646464646464	TRUE	"40-50"
5dk3A	6glwL	44.09	"['5ggsB', '5dk3A']"	"['6glwL', '6glwD']"	-0.9042947593631158	0.0	-0.6576771919196555	0.0	46.15384615384615	TRUE	"40-50"
5dk3A	5t4zL	43.44	"['5ggsB', '5dk3A']"	"['5t4zB', '5t4zL']"	-0.9302824144346602	0.0	-0.7560707650369146	0.0	45.85365853658537	TRUE	"40-50"
5dk3A	5y11B	87.21	"['5ggsB', '5dk3A']"	"['1yylL', '6ofiL']"	0.9399596324643766	0.0	0.7848592213871295	0.0	87.73584905660378	TRUE	"80-90"
5dk3A	7bwjL	43.84	"['5ggsB', '5dk3A']"	"['6txzL', '6txzM']"	-0.9011385587983762	0.0	-0.6605522206915707	0.0	47.0873786407767	TRUE	"40-50"
5dk3A	6c6yB	74.31	"['5ggsB', '5dk3A']"	"['6c6xB', '6c6yL']"	-0.9437900206351939	0.0	-0.797342447891554	0.0	75.5868544600939	TRUE	"70-80"
5dk3A	6mg4A	41.55	"['5ggsB', '5dk3A']"	"['6mg5B', '6mg4A']"	-0.929567386847232	0.0	-0.7237034328057663	0.0	43.269230769230774	TRUE	"40-50"
5dk3A	4lluB	52.27	"['5ggsB', '5dk3A']"	"['4lluD', '4llwD']"	-0.8779180777090633	0.0	-0.684259477058089	0.0	54.63414634146342	TRUE	"50-60"
5dk3A	4dagL	43.18	"['5ggsB', '5dk3A']"	"['6iebF', '5y2kH']"	-0.8939461998597376	0.0	-0.6457559043774501	0.0	47.15025906735752	TRUE	"40-50"
5dk3A	4nztL	43.64	"['5ggsB', '5dk3A']"	"['4fqyL', '6cnvL']"	0.9150434419097538	0.0	0.7149616633886574	0.0	46.53465346534654	TRUE	"40-50"
5dk3A	1za6A	81.82	"['5ggsB', '5dk3A']"	"['6p8nL', '5jq6L']"	-0.975831855701559	0.0	-0.8421888273764492	0.0	84.42211055276381	TRUE	"80-90"
5dk3A	6okmL	81.65	"['5ggsB', '5dk3A']"	"['6ogxL', '6okmL']"	-0.9680914587312275	0.0	-0.8189344042991014	0.0	82.85714285714286	TRUE	"80-90"
5dk3A	4x8jH	27.03	"['5ggsB', '5dk3A']"	"['4x8jA', '4x8jH']"	0.8860910376501614	0.0	0.6684661428852346	0.0	30.526315789473685	TRUE	"20-30"
5dk3A	4x8jL	56.88	"['5ggsB', '5dk3A']"	"['4x8jB', '4x8jL']"	-0.9869004134467168	0.0	-0.8797507979102918	0.0	57.74647887323944	TRUE	"50-60"
5dk3A	1tqcC	57.08	"['5ggsB', '5dk3A']"	"['4onfL', '4okvB']"	0.9186592989106724	0.0	0.7410982995323068	0.0	58.139534883720934	TRUE	"50-60"
5dk3A	6nisL	43.89	"['5ggsB', '5dk3A']"	"['6nipB', '6nisL']"	0.898205786692842	0.0	0.6546606531684261	0.0	45.410628019323674	TRUE	"40-50"
5dk3A	6cbjL	42.47	"['5ggsB', '5dk3A']"	"['6cbjL', '5tplL']"	-0.796204194228404	0.0	-0.571699474039355	0.0	43.96135265700483	TRUE	"40-50"
5dk3A	6fs0L	44.95	"['5ggsB', '5dk3A']"	"['6qb6L', '5mesL']"	0.89753837853466	0.0	0.6789667271449991	0.0	47.82608695652174	TRUE	"40-50"
5dk3A	1um4L	79.82	"['5ggsB', '5dk3A']"	"['1aj7L', '2rcsL']"	-0.9825520703033108	0.0	-0.8437036927258007	0.0	81.69014084507043	TRUE	"70-80"
5dk3A	1i9rL	90.83	"['5ggsB', '5dk3A']"	"['1i9rM', '6bjzL']"	0.9856009082025412	0.0	0.851626463454044	0.0	91.1214953271028	TRUE	"90-100"
5dk3A	3s62H	28.64	"['5ggsB', '5dk3A']"	"['1z3gH', '3s62H']"	0.7881428163552436	0.0	0.5830623254288974	0.0	30.845771144278604	TRUE	"20-30"
5dk3A	4lstL	79.09	"['5ggsB', '5dk3A']"	"['4olzL', '4jkpL']"	0.8735668156405857	0.0	0.6514802483166258	0.0	83.90243902439025	TRUE	"70-80"
5dk3B	1igtB	58.17	"['5dk3G', '5dk3B']"	"['1igtD', '1igtB']"	-0.20652975696047823	0.0	-0.3070907946122946	0.0	59.72222222222222	TRUE	"50-60"
5dk3B	6gfeH	83.67	"['5dk3G', '5dk3B']"	"['6gfeH', '6gfeK']"	-0.6974047679031848	0.0	-0.6231124609450338	0.0	83.451536643026	TRUE	"80-90"
5dk3B	1igyB	62.3	"['5dk3G', '5dk3B']"	"['1igyB', '1igyD']"	-0.7397937717580227	0.0	-0.6663702326638435	0.0	64.31924882629107	TRUE	"60-70"
5dk3B	1hzhH	83.92	"['5dk3G', '5dk3B']"	"['1hzhH', '1hzhK']"	0.6412432797186418	0.0	0.6489146782413044	0.0	86.3109048723898	TRUE	"80-90"
5dm63	5nrg3	32.79	"['1sm13', '5dm63']"	"['4wce3', '5nrg3']"	0.39212525486874883	1.2264319607114128e-132	0.3553979126882627	1.1920963794764653e-107	31.666666666666664	FALSE	"30-40"
